N; BlockSize; GridSize; time_sec
33554432; 512; 52; 0.235144
33554432; 512; 52; 0.239921
33554432; 512; 52; 0.234153
33554432; 512; 52; 0.229594
33554432; 512; 52; 0.232742
33554432; 512; 52; 0.231358
33554432; 512; 52; 0.230865
33554432; 512; 52; 0.251566
33554432; 512; 52; 0.234377
33554432; 512; 52; 0.240315
33554432; 512; 52; 0.235083
33554432; 512; 52; 0.234005
33554432; 512; 52; 0.235011
33554432; 512; 52; 0.230906
33554432; 512; 52; 0.240857
33554432; 512; 52; 0.242605
33554432; 512; 52; 0.233158
33554432; 512; 52; 0.234058
33554432; 512; 52; 0.244950
33554432; 512; 52; 0.235307
