N; BlockSize; GridSize; time_sec
33554432; 16; 1664; 0.600749
33554432; 16; 1664; 0.598351
33554432; 16; 1664; 0.597775
33554432; 16; 1664; 0.596787
33554432; 16; 1664; 0.601335
33554432; 16; 1664; 0.599492
33554432; 16; 1664; 0.601201
33554432; 16; 1664; 0.598439
33554432; 16; 1664; 0.599708
33554432; 16; 1664; 0.597130
33554432; 16; 1664; 0.599969
33554432; 16; 1664; 0.599172
33554432; 16; 1664; 0.598993
33554432; 16; 1664; 0.597874
33554432; 16; 1664; 0.599556
33554432; 16; 1664; 0.598088
33554432; 16; 1664; 0.597306
33554432; 16; 1664; 0.599293
33554432; 16; 1664; 0.599253
33554432; 16; 1664; 0.597961
