N; BlockSize; GridSize; time_sec
33554432; 4; 6656; 2.209417
33554432; 4; 6656; 2.212612
33554432; 4; 6656; 2.214649
33554432; 4; 6656; 2.214093
33554432; 4; 6656; 2.210973
33554432; 4; 6656; 2.210384
33554432; 4; 6656; 2.212117
33554432; 4; 6656; 2.213373
33554432; 4; 6656; 2.208229
33554432; 4; 6656; 2.211451
33554432; 4; 6656; 2.211425
33554432; 4; 6656; 2.209569
33554432; 4; 6656; 2.210740
33554432; 4; 6656; 2.211562
33554432; 4; 6656; 2.209995
33554432; 4; 6656; 2.210467
33554432; 4; 6656; 2.210022
33554432; 4; 6656; 2.210913
33554432; 4; 6656; 2.209858
33554432; 4; 6656; 2.210351
