N; BlockSize; GridSize; time_sec
33554432; 256; 104; 1.700100
33554432; 256; 104; 1.694916
33554432; 256; 104; 1.693648
33554432; 256; 104; 1.695824
33554432; 256; 104; 1.689767
33554432; 256; 104; 1.696712
33554432; 256; 104; 1.695120
33554432; 256; 104; 1.704617
33554432; 256; 104; 1.692771
33554432; 256; 104; 1.696223
33554432; 256; 104; 1.693099
33554432; 256; 104; 1.697278
33554432; 256; 104; 1.698886
33554432; 256; 104; 1.695041
33554432; 256; 104; 1.702290
33554432; 256; 104; 1.703979
33554432; 256; 104; 1.691284
33554432; 256; 104; 1.692240
33554432; 256; 104; 1.698970
33554432; 256; 104; 1.701906
